movie_id,title,imdb_id,overview,genres,director,cast,language,year,rating,votes,runtime_minutes,poster,backdrop,trailer,popularity,budget_crores,revenue_crores,production_company,release_date,source,content
1097405.0,181,,an aspiring film director along with his wife goes to a resort to write a story when he begins writing the story some paranormal force prevents him from penning the story what is the mystic force can he saves himself and his wife,horror,mohamad issack,gemini ryker rheena krishnan kaviya amaira vijay chandru yuva thameem,,2022,5.0,1.0,112.0,,,,1.0061,0.0,0.0,Unknown,16-12-2022,dataset_4,horror horror mohamad issack gemini ryker rheena krishnan kaviya amaira vijay chandru yuva thameem  an aspiring film director along with his wife goes to a resort to write a story when he begins writing the story some paranormal force prevents him from penning the story what is the mystic force can he saves himself and his wife
,1945,,set in burma in the year 1945 netaji subhash chandra bose plans to launch the ina to fight the british this is also the time when adi comes back to burma to take care of his family business upon his arrival he gets engaged to a british tasildar s daughter just as he is set to get married the atrocities of the british keep growing and adi is forced to fight the british,drama history action,sathyasiva,regena cassandrra rana daggubati sathyaraj nassar kaali venkat,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama history action drama history action sathyasiva regena cassandrra rana daggubati sathyaraj nassar kaali venkat tamil set in burma in the year 1945 netaji subhash chandra bose plans to launch the ina to fight the british this is also the time when adi comes back to burma to take care of his family business upon his arrival he gets engaged to a british tasildar s daughter just as he is set to get married the atrocities of the british keep growing and adi is forced to fight the british
414177.0,1945,,set in burma in the year 1945 netaji subhash chandra bose plans to launch the ina to fight the british this is also the time when adi comes back to burma to take care of his family business upon his arrival he gets engaged to a british tasildar s daughter just as he is set to get married the atrocities of the british keep growing and adi is forced to fight the british,drama history action,sathyasiva,regena cassandrra rana daggubati sathyaraj nassar kaali venkat,,2022,5.3,3.0,122.0,,,,1.6014,0.0,0.0,KNR Productions,07-01-2022,dataset_4,drama history action drama history action sathyasiva regena cassandrra rana daggubati sathyaraj nassar kaali venkat  set in burma in the year 1945 netaji subhash chandra bose plans to launch the ina to fight the british this is also the time when adi comes back to burma to take care of his family business upon his arrival he gets engaged to a british tasildar s daughter just as he is set to get married the atrocities of the british keep growing and adi is forced to fight the british
1129643.0,1982 anbarasin kaadhal,,anbarasu a soft hearted youth takes a life changing trip to kerala to express his feelings to the love of his life but soon he comes across a lot of life threatening obstacles will anbuand his love succeed or succumb,romance thriller,ullas shankar,ashik merlin arunima raj amal raveendran ullas shankar chandana aravind,,2023,5.0,1.0,120.0,,,,1.0825,0.0,0.0,Devakannya Productions,26-05-2023,dataset_4,romance thriller romance thriller ullas shankar ashik merlin arunima raj amal raveendran ullas shankar chandana aravind  anbarasu a soft hearted youth takes a life changing trip to kerala to express his feelings to the love of his life but soon he comes across a lot of life threatening obstacles will anbuand his love succeed or succumb
,1982 anbarasin kaadhal,,anbarasu a soft hearted youth takes a life changing trip to kerala to express his feelings to the love of his life but soon he comes across a lot of life threatening obstacles will anbu and his love succeed or succumb,romance thriller,ullas shankar,ashik merlin arunima raj amal raveendran ullas shankar chandana aravind,tamil,0,,,,,,,,,,,,dataset_3_tamil,romance thriller romance thriller ullas shankar ashik merlin arunima raj amal raveendran ullas shankar chandana aravind tamil anbarasu a soft hearted youth takes a life changing trip to kerala to express his feelings to the love of his life but soon he comes across a lot of life threatening obstacles will anbu and his love succeed or succumb
,2,,an ornithologist who commits suicide returns as fifth force to wreack vengeance on mankind for harming birds with mobile phone radiation the only thing that is standing in his way is 2 0 the upgraded version of chitti the robot,action sci fi fantasy,shankar,rajinikanth akshay kumar amy jackson sudhanshu pandey adil hussain,tamil,0,,,,,,,,,,,,dataset_3_tamil,action sci fi fantasy action sci fi fantasy shankar rajinikanth akshay kumar amy jackson sudhanshu pandey adil hussain tamil an ornithologist who commits suicide returns as fifth force to wreack vengeance on mankind for harming birds with mobile phone radiation the only thing that is standing in his way is 2 0 the upgraded version of chitti the robot
373449.0,2,,an ornithologist who commits suicide returns as fifth force to wreack vengeance on mankind for harming birds with mobile phone radiation the only thing that is standing in his way is 2 0 the upgraded version of chitti the robot,action science fiction fantasy,shankar,rajinikanth akshay kumar amy jackson sudhanshu pandey adil hussain,,2018,5.85,180.0,149.0,,,,2.2241,642.95,957.15,Lyca Productions,29-11-2018,dataset_4,action science fiction fantasy action science fiction fantasy shankar rajinikanth akshay kumar amy jackson sudhanshu pandey adil hussain  an ornithologist who commits suicide returns as fifth force to wreack vengeance on mankind for harming birds with mobile phone radiation the only thing that is standing in his way is 2 0 the upgraded version of chitti the robot
,2 glasses of milk,,two writers two ideologies one meeting,drama,thiyagesh ramalingam,maathevan ismail,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama drama thiyagesh ramalingam maathevan ismail tamil two writers two ideologies one meeting
644271.0,2 glasses of milk,,two writers two ideologies one meeting,drama,thiyagesh ramalingam,maathevan ismail,,2019,0.0,0.0,15.0,,,,0.3144,0.0,0.0,Unknown,04-01-2019,dataset_4,drama drama thiyagesh ramalingam maathevan ismail  two writers two ideologies one meeting
,20 days in mariupol,,as the russian invasion begins a team of ukrainian journalists trapped in the besieged city of mariupol struggle to continue their work documenting the war s atrocities,documentary war,mstyslav chernov,mstyslav chernov evgeniy maloletka liudmyla amelkina roman golovanov zhanna homa oleksandr ivanov,tamil,0,,,,,,,,,,,,dataset_3_tamil,documentary war documentary war mstyslav chernov mstyslav chernov evgeniy maloletka liudmyla amelkina roman golovanov zhanna homa oleksandr ivanov tamil as the russian invasion begins a team of ukrainian journalists trapped in the besieged city of mariupol struggle to continue their work documenting the war s atrocities
,2323 the beginning,,this time it s a science fiction film titled 2323 the beginning a sathish ramakrishnan initiative maayon the protagonist commences as a child prodigy a pluviophile an ingenious who can control weather,action,sathish ramakrishnan,sathish ramakrishnan sathvika appaiah anand r linga crystal imera,tamil,0,,,,,,,,,,,,dataset_3_tamil,action action sathish ramakrishnan sathish ramakrishnan sathvika appaiah anand r linga crystal imera tamil this time it s a science fiction film titled 2323 the beginning a sathish ramakrishnan initiative maayon the protagonist commences as a child prodigy a pluviophile an ingenious who can control weather
,24,,scientist turned entrepreneur dr sethuraman tries to safeguard his newly invented time travel device from falling into the hands of his evil twin brother aathreya,action sci fi thriller,vikram kumar,suriya samantha ruth prabhu nithya menen saranya ponvannan ajay,tamil,0,,,,,,,,,,,,dataset_3_tamil,action sci fi thriller action sci fi thriller vikram kumar suriya samantha ruth prabhu nithya menen saranya ponvannan ajay tamil scientist turned entrepreneur dr sethuraman tries to safeguard his newly invented time travel device from falling into the hands of his evil twin brother aathreya
368006.0,24,,scientist turned entrepreneur dr sethuraman tries to safeguard his newly invented time travel device from falling into the hands of his evil twin brother aathreya,action science fiction thriller,vikram kumar,suriya samantha ruth prabhu nithya menen saranya ponvannan ajay,,2016,7.2,135.0,164.0,,,,1.1746,83.5,125.25,Studio Green,05-05-2016,dataset_4,action science fiction thriller action science fiction thriller vikram kumar suriya samantha ruth prabhu nithya menen saranya ponvannan ajay  scientist turned entrepreneur dr sethuraman tries to safeguard his newly invented time travel device from falling into the hands of his evil twin brother aathreya
,29,,a quirky 29 year old named sathya embarks on an unexpected journey of laughter unlikely friendships and self discovery through hilarious misadventures and chance encounters he slowly sees life s bigger picture its surprises joys and second chances,romance comedy drama,rathna kumar,vidhu preethi asrani mahendran sindhu shyam avinash raghudevan,tamil,0,,,,,,,,,,,,dataset_3_tamil,romance comedy drama romance comedy drama rathna kumar vidhu preethi asrani mahendran sindhu shyam avinash raghudevan tamil a quirky 29 year old named sathya embarks on an unexpected journey of laughter unlikely friendships and self discovery through hilarious misadventures and chance encounters he slowly sees life s bigger picture its surprises joys and second chances
1510769.0,29,,a quirky 29 year old named sathya embarks on an unexpected journey of laughter unlikely friendships and self discovery through hilarious misadventures and chance encounters he slowly sees life s bigger picture its surprises joys and second chances,romance comedy drama,rathna kumar,vidhu preethi asrani mahendran sindhu shyam avinash raghudevan,,2026,6.9,8.0,149.0,,,,3.7595,0.0,0.0,Stone Bench Creations,08-05-2026,dataset_4,romance comedy drama romance comedy drama rathna kumar vidhu preethi asrani mahendran sindhu shyam avinash raghudevan  a quirky 29 year old named sathya embarks on an unexpected journey of laughter unlikely friendships and self discovery through hilarious misadventures and chance encounters he slowly sees life s bigger picture its surprises joys and second chances
,2k love story,,can there be pure friendship between a boy and girl who are close to each other since childhood their friends family members and close members all think that this deep friendship between the two will lead love and then marriage does it happen with all such friendships,romance comedy,suseenthiran,jagaveer meenakshi govindarajan balasaravanan jayaprakash singampuli,tamil,0,,,,,,,,,,,,dataset_3_tamil,romance comedy romance comedy suseenthiran jagaveer meenakshi govindarajan balasaravanan jayaprakash singampuli tamil can there be pure friendship between a boy and girl who are close to each other since childhood their friends family members and close members all think that this deep friendship between the two will lead love and then marriage does it happen with all such friendships
1411540.0,2k love story,,can there be pure friendship between a boy and girl who are close to each other since childhood their friends family members and close members all think that this deep friendship between the two will lead love and then marriage does it happen with all such friendships,romance comedy,suseenthiran,jagaveer meenakshi govindarajan balasaravanan jayaprakash singampuli,,2025,4.0,2.0,0.0,,,,0.5465,0.0,0.0,City Light Pictures,14-02-2025,dataset_4,romance comedy romance comedy suseenthiran jagaveer meenakshi govindarajan balasaravanan jayaprakash singampuli  can there be pure friendship between a boy and girl who are close to each other since childhood their friends family members and close members all think that this deep friendship between the two will lead love and then marriage does it happen with all such friendships
,3 33,,a young man is haunted by a number which happens to be the time he was born at can he and his family escape its clutches,horror thriller,nambikkai chandru,sandy gautham vasudev menon shruthi selvam mime gopi reshma pasupuleti,tamil,0,,,,,,,,,,,,dataset_3_tamil,horror thriller horror thriller nambikkai chandru sandy gautham vasudev menon shruthi selvam mime gopi reshma pasupuleti tamil a young man is haunted by a number which happens to be the time he was born at can he and his family escape its clutches
892121.0,3 33,,a young man is haunted by a number which happens to be the time he was born at can he and his family escape its clutches,horror thriller,nambikkai chandru,sandy gautham vasudev menon shruthi selvam mime gopi reshma pasupuleti,,2021,5.3,3.0,124.0,,,,2.2359,0.0,0.0,Bamboo Trees Productions,10-12-2021,dataset_4,horror thriller horror thriller nambikkai chandru sandy gautham vasudev menon shruthi selvam mime gopi reshma pasupuleti  a young man is haunted by a number which happens to be the time he was born at can he and his family escape its clutches
,312,,a bachelor seeking a room for a rent after he rented a room he found a old mysterious doll,horror,aakash,aakash avinash anu arun,tamil,0,,,,,,,,,,,,dataset_3_tamil,horror horror aakash aakash avinash anu arun tamil a bachelor seeking a room for a rent after he rented a room he found a old mysterious doll
1372707.0,312,,a bachelor seeking a room for a rent after he rented a room he found a old mysterious doll,horror,aakash,aakash avinash anu arun,,2018,7.0,1.0,11.0,,,,0.4402,0.0,0.0,20th viva video,19-10-2018,dataset_4,horror horror aakash aakash avinash anu arun  a bachelor seeking a room for a rent after he rented a room he found a old mysterious doll
,33km from kl,,benjamin gururaj and satya have gotten involved in an accident the three men do not know each other and are only connected by the accident they ve been in benjamin is a millionaire suffering from a mental disorder gururaj is a software engineer who has been kidnapped by an assassin but he cannot figure out the reason for the kidnapping even though it s clear that the motive is revenge and money lastly satya is a happy go lucky young man who is in a reluctant relationship with a girl named mei ling,mystery thriller,k s umaagaanthan,ben g kavimaran thr raaga logeswaran ananthan muniandy shamini ramasamy,tamil,0,,,,,,,,,,,,dataset_3_tamil,mystery thriller mystery thriller k s umaagaanthan ben g kavimaran thr raaga logeswaran ananthan muniandy shamini ramasamy tamil benjamin gururaj and satya have gotten involved in an accident the three men do not know each other and are only connected by the accident they ve been in benjamin is a millionaire suffering from a mental disorder gururaj is a software engineer who has been kidnapped by an assassin but he cannot figure out the reason for the kidnapping even though it s clear that the motive is revenge and money lastly satya is a happy go lucky young man who is in a reluctant relationship with a girl named mei ling
536445.0,33km from kl,,benjamin gururaj and satya have gotten involved in an accident the three men do not know each other and are only connected by the accident they ve been in benjamin is a millionaire suffering from a mental disorder gururaj is a software engineer who has been kidnapped by an assassin but he cannot figure out the reason for the kidnapping even though it s clear that the motive is revenge and money lastly satya is a happy go lucky young man who is in a reluctant relationship with a girl named mei ling,mystery thriller,k s umaagaanthan,ben g kavimaran thr raaga logeswaran ananthan muniandy shamini ramasamy,,2018,8.0,2.0,125.0,,,,1.2115,0.0,0.0,El Praga Pasca Penerbitan,15-03-2018,dataset_4,mystery thriller mystery thriller k s umaagaanthan ben g kavimaran thr raaga logeswaran ananthan muniandy shamini ramasamy  benjamin gururaj and satya have gotten involved in an accident the three men do not know each other and are only connected by the accident they ve been in benjamin is a millionaire suffering from a mental disorder gururaj is a software engineer who has been kidnapped by an assassin but he cannot figure out the reason for the kidnapping even though it s clear that the motive is revenge and money lastly satya is a happy go lucky young man who is in a reluctant relationship with a girl named mei ling
,36 vayadhinile,,a married woman who has set aside her dreams for the sake of her husband and daughter rediscovers her true self and becomes an achiever,drama family,rosshan andrrews,jyothika rahman abhirami amritha anilkumar nassar,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama family drama family rosshan andrrews jyothika rahman abhirami amritha anilkumar nassar tamil a married woman who has set aside her dreams for the sake of her husband and daughter rediscovers her true self and becomes an achiever
334383.0,36 vayadhinile,,a married woman who has set aside her dreams for the sake of her husband and daughter rediscovers her true self and becomes an achiever,drama family,rosshan andrrews,jyothika rahman abhirami amritha anilkumar nassar,,2015,6.7,23.0,143.0,,,,1.926,0.0,0.0,2D Entertainment,08-05-2015,dataset_4,drama family drama family rosshan andrrews jyothika rahman abhirami amritha anilkumar nassar  a married woman who has set aside her dreams for the sake of her husband and daughter rediscovers her true self and becomes an achiever
,369,,when police couldn t tackle a mysterious incident involving his girlfriend sanjay takes the matter into his own hands,crime mystery thriller,jefin joy,sadhika venugopal shafiqu rahiman ambika mohan isha farha quraishy hemanth menon m g vijay,tamil,0,,,,,,,,,,,,dataset_3_tamil,crime mystery thriller crime mystery thriller jefin joy sadhika venugopal shafiqu rahiman ambika mohan isha farha quraishy hemanth menon m g vijay tamil when police couldn t tackle a mysterious incident involving his girlfriend sanjay takes the matter into his own hands
,3bhk,,a middle class family battles financial hurdles and personal setbacks while pursuing their dream of owning a home in the bustling city,family drama,sri ganesh,siddharth r sarathkumar devayani meetha raghunath chaithra j achar,tamil,0,,,,,,,,,,,,dataset_3_tamil,family drama family drama sri ganesh siddharth r sarathkumar devayani meetha raghunath chaithra j achar tamil a middle class family battles financial hurdles and personal setbacks while pursuing their dream of owning a home in the bustling city
1293849.0,3bhk,,a middle class family battles financial hurdles and personal setbacks while pursuing their dream of owning a home in the bustling city,family drama,sri ganesh,siddharth r sarathkumar devayani meetha raghunath chaithra j achar,,2025,7.143,14.0,139.0,,,,0.9395,0.0,0.0,Shanthi Talkies,04-07-2025,dataset_4,family drama family drama sri ganesh siddharth r sarathkumar devayani meetha raghunath chaithra j achar  a middle class family battles financial hurdles and personal setbacks while pursuing their dream of owning a home in the bustling city
,4 sorry,,an anthology drama film with 4 different situations with 4 different plots which involves emotion and feelings,drama,sakthivel,sakshi agarwal riythvika kaali venkat karthik ashokan r n r manohar,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama drama sakthivel sakshi agarwal riythvika kaali venkat karthik ashokan r n r manohar tamil an anthology drama film with 4 different situations with 4 different plots which involves emotion and feelings
892207.0,4 sorry,,an anthology drama film with 4 different situations with 4 different plots which involves emotion and feelings,drama,s sakthivel,sakshi agarwal riythvika kaali venkat karthik ashokan r n r manohar,,2021,7.0,2.0,122.0,,,,0.9005,0.0,0.0,Unknown,29-10-2021,dataset_4,drama drama s sakthivel sakshi agarwal riythvika kaali venkat karthik ashokan r n r manohar  an anthology drama film with 4 different situations with 4 different plots which involves emotion and feelings
,4554,,karthi a cab owner cum driver takes up 4 dubai return friends for a trip and gets screwed up in a situation by one of his clients becomes victim of an accident on the previous day of his marriage with his long term love maha,drama thriller,karnan mariyappan,ashok kumar balakrishnan sheela naik,tamil,0,,,,,,,,,,,,dataset_3_tamil,drama thriller drama thriller karnan mariyappan ashok kumar balakrishnan sheela naik tamil karthi a cab owner cum driver takes up 4 dubai return friends for a trip and gets screwed up in a situation by one of his clients becomes victim of an accident on the previous day of his marriage with his long term love maha
1162786.0,4554,,karthi a cab owner cum driver takes up 4 dubai return friends for a trip and gets screwed up in a situation by one of his clients becomes victim of an accident on the previous day of his marriage with his long term love maha,drama thriller,karnan mariyappan,ashok kumar balakrishnan sheela naik,,2022,5.0,1.0,119.0,,,,0.9134,0.0,0.0,Unknown,04-11-2022,dataset_4,drama thriller drama thriller karnan mariyappan ashok kumar balakrishnan sheela naik  karthi a cab owner cum driver takes up 4 dubai return friends for a trip and gets screwed up in a situation by one of his clients becomes victim of an accident on the previous day of his marriage with his long term love maha
,465,,a doctor whose colleagues a lady doctor who fell in love with him and another male doctor got murdered under mysterious circumstances is happy to get back his ancestral house but since an image of a woman keeps recurring in his mind he s branded as mentally unfit and those around him decide to admit him in a hospital what happened to the doctor in the end who s that woman he keeps getting images of,horror,sai sathyam,karthik raj niranjana pavani reddy manobala udhayabanu mageswaran,tamil,0,,,,,,,,,,,,dataset_3_tamil,horror horror sai sathyam karthik raj niranjana pavani reddy manobala udhayabanu mageswaran tamil a doctor whose colleagues a lady doctor who fell in love with him and another male doctor got murdered under mysterious circumstances is happy to get back his ancestral house but since an image of a woman keeps recurring in his mind he s branded as mentally unfit and those around him decide to admit him in a hospital what happened to the doctor in the end who s that woman he keeps getting images of
486352.0,465,,a doctor whose colleagues a lady doctor who fell in love with him and another male doctor got murdered under mysterious circumstances is happy to get back his ancestral house but since an image of a woman keeps recurring in his mind he s branded as mentally unfit and those around him decide to admit him in a hospital what happened to the doctor in the end who s that woman he keeps getting images of,horror,sai sathyam,karthik raj niranjana pavani reddy manobala udhayabanu mageswaran,,2017,5.0,1.0,106.0,,,,1.1106,0.0,0.0,LPS Films,24-03-2017,dataset_4,horror horror sai sathyam karthik raj niranjana pavani reddy manobala udhayabanu mageswaran  a doctor whose colleagues a lady doctor who fell in love with him and another male doctor got murdered under mysterious circumstances is happy to get back his ancestral house but since an image of a woman keeps recurring in his mind he s branded as mentally unfit and those around him decide to admit him in a hospital what happened to the doctor in the end who s that woman he keeps getting images of
